value,count
air.allocate_intersection_query.instancing.triangle_data.curve_data,1
air.deallocate_intersection_query.instancing.triangle_data.curve_data,1
air.clear_barrier_compute_command,1
air.clear_barrier_render_command,1
air.concurrent_dispatch_threadgroups_compute_command,1
air.concurrent_dispatch_threads_compute_command,1
air.copy_compute_command,1
air.copy_render_command,1
air.draw_mesh_threadgroups_render_command,1
air.draw_mesh_threads_render_command,1
air.draw_primitives_render_command,1
air.reset_compute_command,1
air.reset_render_command,1
air.set_barrier_compute_command,1
air.set_barrier_render_command,1
air.set_cull_mode_render_command,1
air.set_depth_bias_render_command,1
air.set_depth_clip_mode_render_command,1
air.set_depth_stencil_state_render_command,1
air.set_imageblock_size_compute_command,1
air.set_object_threadgroup_memory_length_render_command,1
air.set_stage_in_region_compute_command,1
air.set_threadgroup_memory_length_compute_command,1
air.set_triangle_fill_mode_render_command,1
air.simd_vote_all.i64,1
air.simd_vote_any.i64,1
air.abort_intersection_query.instancing.triangle_data,1
air.commit_bounding_box_intersection_intersection_query.instancing.triangle_data,1
air.commit_curve_intersection_intersection_query.instancing.triangle_data.curve_data,1
air.commit_triangle_intersection_intersection_query.instancing.triangle_data,1
air.get_candidate_curve_distance_intersection_query.instancing.triangle_data.curve_data,1
air.get_candidate_curve_parameter_intersection_query.instancing.triangle_data.curve_data,1
air.get_candidate_geometry_id_intersection_query.instancing.triangle_data,1
air.get_candidate_instance_id_intersection_query.instancing.triangle_data,1
air.get_candidate_object_to_world_transform_intersection_query.instancing.triangle_data,1
air.get_candidate_primitive_id_intersection_query.instancing.triangle_data,1
air.get_candidate_ray_direction_intersection_query.instancing.triangle_data,1
air.get_candidate_ray_origin_intersection_query.instancing.triangle_data,1
air.get_candidate_triangle_barycentric_coord_intersection_query.instancing.triangle_data,1
air.get_candidate_triangle_distance_intersection_query.instancing.triangle_data,1
air.get_candidate_user_instance_id_intersection_query.instancing.triangle_data,1
air.get_candidate_world_to_object_transform_intersection_query.instancing.triangle_data,1
air.get_committed_curve_parameter_intersection_query.instancing.triangle_data.curve_data,1
air.get_committed_distance_intersection_query.instancing.triangle_data,1
